epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
48,12543.1,0.53173,0.54195,0.16739,0.5707,0.29277,0.3732,0.25476,0.65915,0.67267,0.25633,0.0008216,0.0008216,0.0008216
49,12802.3,0.53102,0.54554,0.16748,0.46891,0.33729,0.37211,0.24354,0.64844,0.68458,0.25353,0.000798147,0.000798147,0.000798147
50,13061.7,0.52281,0.53306,0.16393,0.63117,0.34098,0.40941,0.26524,0.6631,0.6721,0.25427,0.000774648,0.000774648,0.000774648
51,13322.2,0.52539,0.53751,0.16574,0.52676,0.37557,0.40889,0.26806,0.65519,0.68352,0.25284,0.000751125,0.000751125,0.000751125
52,13581.7,0.52118,0.52952,0.16171,0.58479,0.34552,0.41347,0.26155,0.65866,0.66942,0.25409,0.000727602,0.000727602,0.000727602
53,13841.8,0.5125,0.52043,0.15969,0.54691,0.32222,0.38571,0.25258,0.65183,0.67411,0.26061,0.000704103,0.000704103,0.000704103
54,14101.5,0.51286,0.52261,0.15718,0.48297,0.3317,0.36091,0.23419,0.65976,0.68009,0.25,0.00068065,0.00068065,0.00068065
55,14360.1,0.50285,0.51624,0.15507,0.50146,0.35096,0.389,0.26704,0.6704,0.67783,0.25841,0.000657266,0.000657266,0.000657266
56,14619.9,0.5048,0.51231,0.15349,0.5407,0.36846,0.38098,0.2383,0.66178,0.67824,0.2547,0.000633975,0.000633975,0.000633975
57,14878.4,0.50423,0.509,0.15314,0.57061,0.37367,0.39914,0.2607,0.65776,0.66619,0.25942,0.0006108,0.0006108,0.0006108
58,15136.8,0.50274,0.50945,0.15316,0.52117,0.36487,0.40403,0.25792,0.67294,0.66919,0.26502,0.000587763,0.000587763,0.000587763
59,15397.4,0.4963,0.50881,0.15034,0.52819,0.38542,0.4035,0.25757,0.66598,0.66383,0.26145,0.000564887,0.000564887,0.000564887
60,15657.9,0.49174,0.4995,0.148,0.59262,0.35377,0.39906,0.27125,0.6603,0.66585,0.26088,0.000542196,0.000542196,0.000542196
61,15917,0.48824,0.49407,0.14351,0.44822,0.37328,0.3893,0.25538,0.66165,0.68031,0.25706,0.00051971,0.00051971,0.00051971
62,16175.6,0.48295,0.49035,0.143,0.60032,0.31515,0.38308,0.25664,0.66037,0.67003,0.25889,0.000497453,0.000497453,0.000497453
63,16436.3,0.48435,0.4908,0.14195,0.55117,0.31727,0.3695,0.25277,0.68454,0.65803,0.27488,0.000475446,0.000475446,0.000475446
64,16694.5,0.48827,0.49481,0.14577,0.62248,0.30528,0.36984,0.24845,0.65722,0.69541,0.25744,0.000453711,0.000453711,0.000453711
65,16954.5,0.48297,0.48871,0.14101,0.52249,0.3098,0.34695,0.23008,0.66699,0.68027,0.265,0.00043227,0.00043227,0.00043227
66,17214.3,0.47742,0.48075,0.13736,0.53583,0.36474,0.39721,0.25726,0.66879,0.67738,0.26137,0.000411143,0.000411143,0.000411143
67,17472.4,0.47958,0.48165,0.14038,0.65972,0.3032,0.36902,0.24757,0.6699,0.68285,0.26321,0.000390352,0.000390352,0.000390352
68,17730.8,0.47172,0.47542,0.13682,0.45688,0.34276,0.36802,0.24422,0.67678,0.68558,0.2652,0.000369917,0.000369917,0.000369917
69,17990,0.46838,0.47315,0.13528,0.55576,0.3171,0.37498,0.24846,0.67656,0.68471,0.26961,0.000349858,0.000349858,0.000349858
70,18247.5,0.47028,0.47029,0.13434,0.47464,0.33699,0.38512,0.25958,0.67944,0.69158,0.26802,0.000330195,0.000330195,0.000330195
71,18508.1,0.46946,0.47093,0.13273,0.47268,0.33589,0.38284,0.25328,0.68484,0.68233,0.27219,0.000310947,0.000310947,0.000310947
72,18766.8,0.4619,0.46899,0.13371,0.61263,0.33989,0.39209,0.25506,0.68544,0.6811,0.27496,0.000292134,0.000292134,0.000292134
73,19026.9,0.46011,0.46625,0.13215,0.64702,0.33235,0.39369,0.25027,0.68552,0.67455,0.27486,0.000273774,0.000273774,0.000273774
74,19285.6,0.45913,0.46146,0.12965,0.55998,0.33687,0.38926,0.25297,0.67767,0.69182,0.27676,0.000255885,0.000255885,0.000255885
75,19546.1,0.45377,0.46028,0.13018,0.4856,0.37166,0.40202,0.25884,0.67992,0.69615,0.26826,0.000238485,0.000238485,0.000238485
76,19804.9,0.45197,0.45757,0.12904,0.62631,0.32389,0.38292,0.24823,0.68413,0.69064,0.27679,0.00022159,0.00022159,0.00022159
77,20064.2,0.4502,0.4509,0.12644,0.54978,0.34287,0.38524,0.24849,0.69574,0.68895,0.27449,0.000205219,0.000205219,0.000205219
78,20323.8,0.44923,0.44859,0.1266,0.54508,0.32873,0.37548,0.24943,0.69851,0.68748,0.28363,0.000189386,0.000189386,0.000189386
79,20584.9,0.44229,0.45035,0.12379,0.60179,0.34984,0.40299,0.25636,0.69979,0.67991,0.27575,0.000174107,0.000174107,0.000174107
80,20845.1,0.43997,0.44373,0.12205,0.62316,0.30908,0.36895,0.23541,0.69516,0.69431,0.28128,0.000159398,0.000159398,0.000159398
