epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
62,13543.5,0.50526,0.7104,0.23662,0.50408,0.4745,0.45953,0.31319,0.43683,0.71733,0.25336,0.0003961,0.0003961,0.0003961
63,13761.7,0.48992,0.71879,0.23725,0.51954,0.48727,0.48101,0.32848,0.44268,0.6913,0.26259,0.0003862,0.0003862,0.0003862
64,13981.8,0.49478,0.71308,0.23409,0.52602,0.45641,0.47129,0.32044,0.43624,0.70118,0.25787,0.0003763,0.0003763,0.0003763
65,14200.1,0.48883,0.70455,0.23207,0.64104,0.44614,0.4702,0.31945,0.43473,0.71424,0.25261,0.0003664,0.0003664,0.0003664
66,14417.7,0.49834,0.70779,0.24166,0.56423,0.46138,0.47968,0.32127,0.43138,0.71158,0.2509,0.0003565,0.0003565,0.0003565
67,14635.9,0.48919,0.695,0.2302,0.55012,0.44055,0.46961,0.32143,0.43895,0.69603,0.25897,0.0003466,0.0003466,0.0003466
68,14856.1,0.48737,0.69169,0.23095,0.54754,0.47827,0.48682,0.33442,0.42778,0.70545,0.24836,0.0003367,0.0003367,0.0003367
69,15072.3,0.48817,0.70525,0.23066,0.59024,0.46271,0.49609,0.33866,0.4274,0.70652,0.25302,0.0003268,0.0003268,0.0003268
70,15287.7,0.48118,0.70411,0.23296,0.51927,0.49143,0.49152,0.33427,0.43958,0.68953,0.26136,0.0003169,0.0003169,0.0003169
71,15503.9,0.47995,0.69117,0.23131,0.56268,0.44601,0.48474,0.3318,0.44098,0.68225,0.26192,0.000307,0.000307,0.000307
72,15720.4,0.47746,0.67904,0.22826,0.6365,0.43387,0.46309,0.3224,0.43321,0.68303,0.25504,0.0002971,0.0002971,0.0002971
