epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
84,21968.9,0.92697,0.76906,0.36022,0.34705,0.13117,0.08937,0.04988,0.92229,0.76341,0.38129,0.000127844,0.000127844,0.000127844
85,22226.4,0.92008,0.77345,0.35459,0.32276,0.10969,0.08616,0.05096,0.92028,0.76248,0.37733,0.000113857,0.000113857,0.000113857
86,22484.9,0.92061,0.77186,0.354,0.39582,0.12144,0.08428,0.04804,0.92112,0.76416,0.37213,0.000100647,0.000100647,0.000100647
87,22742.6,0.91403,0.77437,0.35551,0.27742,0.10769,0.07236,0.04291,0.92719,0.75755,0.38356,8.82272e-05,8.82272e-05,8.82272e-05
88,22999.1,0.91711,0.77086,0.35347,0.48474,0.1127,0.07931,0.04688,0.92246,0.7597,0.37386,7.66098e-05,7.66098e-05,7.66098e-05
89,23257.2,0.91821,0.76928,0.35267,0.3671,0.13065,0.09184,0.05336,0.92331,0.76042,0.377,6.58064e-05,6.58064e-05,6.58064e-05
90,23517.7,0.91411,0.77128,0.35424,0.32115,0.12932,0.0919,0.05298,0.9228,0.7639,0.37824,5.58275e-05,5.58275e-05,5.58275e-05
91,23780.5,0.91715,0.77253,0.35182,0.38295,0.12457,0.08828,0.05059,0.9211,0.75998,0.37658,4.66831e-05,4.66831e-05,4.66831e-05
92,24042.5,0.9154,0.77031,0.35467,0.34493,0.14587,0.09497,0.05311,0.91985,0.76023,0.37476,3.83821e-05,3.83821e-05,3.83821e-05
93,24305.9,0.91558,0.76813,0.34892,0.39302,0.12452,0.0876,0.04665,0.91411,0.7635,0.3748,3.09327e-05,3.09327e-05,3.09327e-05
94,24566.1,0.91573,0.77264,0.35109,0.36896,0.11982,0.08141,0.0463,0.91901,0.76287,0.37851,2.43424e-05,2.43424e-05,2.43424e-05
95,24828.3,0.91147,0.77053,0.35251,0.35558,0.13951,0.09186,0.04954,0.91513,0.76188,0.37187,1.86176e-05,1.86176e-05,1.86176e-05
96,25094.1,0.91517,0.77103,0.3542,0.29392,0.13289,0.08585,0.04864,0.91905,0.76014,0.37698,1.37639e-05,1.37639e-05,1.37639e-05
97,25365.1,0.91328,0.77259,0.35176,0.36606,0.13588,0.09485,0.05438,0.9209,0.76049,0.37594,9.78612e-06,9.78612e-06,9.78612e-06
98,25629,0.91082,0.77383,0.35213,0.26613,0.14107,0.08822,0.04968,0.91995,0.76237,0.37508,6.68824e-06,6.68824e-06,6.68824e-06
99,25903.4,0.91267,0.77223,0.35267,0.30976,0.13045,0.09075,0.05099,0.91903,0.76212,0.37232,4.47328e-06,4.47328e-06,4.47328e-06
100,26173.6,0.91414,0.76939,0.35186,0.33557,0.12532,0.09211,0.05257,0.91978,0.76189,0.37416,3.14343e-06,3.14343e-06,3.14343e-06
