epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
107,7807.64,0.43072,0.84107,0.20968,0.30387,0.44551,0.30507,0.20717,0.43615,0.90113,0.24009,7.62519e-05,7.62519e-05,7.62519e-05
108,7879.23,0.43211,0.83795,0.21055,0.31304,0.41338,0.30338,0.20652,0.43388,0.90155,0.2369,6.62997e-05,6.62997e-05,6.62997e-05
109,7950.95,0.43011,0.83221,0.20901,0.3294,0.3974,0.31216,0.21535,0.43497,0.89074,0.23809,5.70571e-05,5.70571e-05,5.70571e-05
110,8022.84,0.4305,0.838,0.212,0.31496,0.42176,0.30785,0.20999,0.4361,0.89362,0.23696,4.85303e-05,4.85303e-05,4.85303e-05
111,8096.49,0.42528,0.83245,0.20872,0.30564,0.42671,0.31055,0.21446,0.43661,0.89156,0.23901,4.07254e-05,4.07254e-05,4.07254e-05
112,8169.53,0.42933,0.82888,0.20999,0.32223,0.40537,0.31435,0.2142,0.43987,0.88767,0.24202,3.36475e-05,3.36475e-05,3.36475e-05
113,8242.57,0.42618,0.83121,0.21196,0.32388,0.43694,0.31804,0.21862,0.43739,0.88892,0.23932,2.73016e-05,2.73016e-05,2.73016e-05
114,8315.33,0.42511,0.8274,0.20934,0.32253,0.41343,0.30827,0.21216,0.43678,0.88719,0.24011,2.1692e-05,2.1692e-05,2.1692e-05
115,8387.94,0.42441,0.82549,0.20944,0.31973,0.40299,0.30809,0.2113,0.43833,0.88899,0.24004,1.68225e-05,1.68225e-05,1.68225e-05
116,8460.92,0.43536,0.82321,0.21252,0.32786,0.42574,0.32195,0.22098,0.43799,0.88762,0.23912,1.26965e-05,1.26965e-05,1.26965e-05
117,8534.91,0.42646,0.82241,0.21079,0.32004,0.42476,0.31556,0.2148,0.43646,0.88911,0.23865,9.31688e-06,9.31688e-06,9.31688e-06
118,8608.13,0.4302,0.82454,0.21026,0.33544,0.41288,0.31452,0.21455,0.43885,0.88767,0.24054,6.68585e-06,6.68585e-06,6.68585e-06
119,8681.24,0.42641,0.82639,0.20919,0.31219,0.42039,0.31057,0.21209,0.43721,0.8879,0.23907,4.80525e-06,4.80525e-06,4.80525e-06
120,8754.28,0.43117,0.82027,0.20641,0.33075,0.40269,0.31443,0.21372,0.43778,0.88834,0.23936,3.67638e-06,3.67638e-06,3.67638e-06
